ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000004865	ARMCX3	"armadillo repeat containing, X-linked 3 "	Source:HGNC Symbol;Acc:HGNC:24065	-0.956868134	3.270861995	21.93792985	2.82E-06	0.000191537
ENSOCUG00000000013	RAD18	"RAD18, E3 ubiquitin protein ligase "	Source:HGNC Symbol;Acc:HGNC:18278	-0.833920687	3.196445617	21.84015836	2.96E-06	0.000200833
ENSOCUG00000006899	KIF18B	kinesin family member 18B 	Source:HGNC Symbol;Acc:HGNC:27102	-3.31728986	0.022017712	21.83598454	2.97E-06	0.000200833
ENSOCUG00000014764				-0.90502161	5.429875866	21.82923737	2.98E-06	0.000200967
ENSOCUG00000026184	VSNL1	visinin like 1 	Source:HGNC Symbol;Acc:HGNC:12722	3.069900654	-1.984817245	21.80294563	3.02E-06	0.000203161
ENSOCUG00000012337	COL21A1	collagen type XXI alpha 1 chain 	Source:HGNC Symbol;Acc:HGNC:17025	-2.000098135	1.605838068	21.79578142	3.03E-06	0.000203343
ENSOCUG00000013473	MTUS2	microtubule associated tumor suppressor candidate 2 	Source:HGNC Symbol;Acc:HGNC:20595	2.966287237	1.994327568	21.75961554	3.09E-06	0.000206627
ENSOCUG00000014836	CFAP69	cilia and flagella associated protein 69 	Source:HGNC Symbol;Acc:HGNC:26107	-2.508826013	-1.454921771	21.7271966	3.14E-06	0.000209556
ENSOCUG00000021120	MUC15	"mucin 15, cell surface associated "	Source:HGNC Symbol;Acc:HGNC:14956	6.196517426	2.533154023	21.67607076	3.23E-06	0.000214612
ENSOCUG00000025663				2.272083019	5.414837786	21.66447633	3.25E-06	0.000215308
ENSOCUG00000026347	CDC7	cell division cycle 7 	Source:HGNC Symbol;Acc:HGNC:1745	-0.852585817	2.764922837	21.64604193	3.28E-06	0.00021678
ENSOCUG00000001183	SH3GL2	"SH3 domain containing GRB2 like 2, endophilin A1 "	Source:HGNC Symbol;Acc:HGNC:10831	2.309367239	1.015938978	21.58824982	3.38E-06	0.000222789
ENSOCUG00000014365	APCS	"amyloid P component, serum "	Source:HGNC Symbol;Acc:HGNC:584	3.515529465	1.640633636	21.55719606	3.43E-06	0.000225797
ENSOCUG00000000165	FOLR1	folate receptor 1 	Source:HGNC Symbol;Acc:HGNC:3791	-2.208064947	3.071476135	21.46490332	3.60E-06	0.000236273
ENSOCUG00000023248				0.941481664	3.899264039	21.35323145	3.82E-06	0.000249751
ENSOCUG00000015924	MCM2	minichromosome maintenance complex component 2 	Source:HGNC Symbol;Acc:HGNC:6944	-2.003797729	2.801222738	21.31938498	3.89E-06	0.0002535
ENSOCUG00000010244		matrix metalloproteinase-14 precursor  	Source:RefSeq peptide;Acc:NP_001076262	-1.089149707	2.745693114	21.24524355	4.04E-06	0.000262266
ENSOCUG00000004643	WSB1	WD repeat and SOCS box containing 1 	Source:HGNC Symbol;Acc:HGNC:19221	1.307109674	8.267831471	21.24368073	4.04E-06	0.000262266
ENSOCUG00000021734	SPDYA	speedy/RINGO cell cycle regulator family member A 	Source:HGNC Symbol;Acc:HGNC:30613	-5.503448451	-2.40595462	21.16512894	4.21E-06	0.000272492
ENSOCUG00000017688	PEA15	phosphoprotein enriched in astrocytes 15 	Source:HGNC Symbol;Acc:HGNC:8822	-1.003915047	2.768608906	21.15534007	4.24E-06	0.000273141
ENSOCUG00000011170	HJURP	Holliday junction recognition protein 	Source:HGNC Symbol;Acc:HGNC:25444	-2.805371172	0.058782811	21.14483454	4.26E-06	0.000273896
ENSOCUG00000025884	RCAN2	regulator of calcineurin 2 	Source:HGNC Symbol;Acc:HGNC:3041	5.088771862	3.978283841	21.08122976	4.40E-06	0.000282071
ENSOCUG00000011761	Sep-08	septin 8 	Source:HGNC Symbol;Acc:HGNC:16511	-1.053397265	2.004967714	21.07808876	4.41E-06	0.000282071
ENSOCUG00000026128				1.026772003	1.771173582	21.03927151	4.50E-06	0.000287068
ENSOCUG00000003359	ORC6	origin recognition complex subunit 6 	Source:HGNC Symbol;Acc:HGNC:17151	-1.362102345	0.782170308	21.03297726	4.51E-06	0.000287239
ENSOCUG00000001009	NFE2L2	"nuclear factor, erythroid 2 like 2 "	Source:HGNC Symbol;Acc:HGNC:7782	-0.790383551	7.278556702	21.00447254	4.58E-06	0.000290762
ENSOCUG00000020913				4.084304711	-0.795738989	20.96596709	4.68E-06	0.000295872
ENSOCUG00000011195	FZD9	frizzled class receptor 9 	Source:HGNC Symbol;Acc:HGNC:4047	5.031201491	1.690763251	20.95143023	4.71E-06	0.0002971
ENSOCUG00000029264				-4.965600484	-1.715587962	20.94781759	4.72E-06	0.0002971
ENSOCUG00000006893	MARCO	macrophage receptor with collagenous structure 	Source:HGNC Symbol;Acc:HGNC:6895	-1.741388053	7.537936425	20.88979207	4.86E-06	0.000305424
ENSOCUG00000003053	BBS7	Bardet-Biedl syndrome 7 	Source:HGNC Symbol;Acc:HGNC:18758	1.145363129	2.921593913	20.88184272	4.89E-06	0.000305883
ENSOCUG00000024526				2.10584338	0.665377838	20.83231765	5.01E-06	0.000312401
ENSOCUG00000022545	CLIC1	chloride intracellular channel 1 	Source:HGNC Symbol;Acc:HGNC:2062	-0.905823332	6.219066644	20.83135269	5.02E-06	0.000312401
ENSOCUG00000006314	CENPT	centromere protein T 	Source:HGNC Symbol;Acc:HGNC:25787	-2.75707392	0.475367103	20.804711	5.09E-06	0.000315945
ENSOCUG00000012566	POU2AF1	POU class 2 associating factor 1 	Source:HGNC Symbol;Acc:HGNC:9211	1.822412202	0.143088004	20.75207035	5.23E-06	0.0003239
ENSOCUG00000004421	DSN1	"DSN1 homolog, MIS12 kinetochore complex component "	Source:HGNC Symbol;Acc:HGNC:16165	-2.708493981	0.414220613	20.7378493	5.27E-06	0.000325383
ENSOCUG00000017792	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1 	Source:HGNC Symbol;Acc:HGNC:3288	-1.643648043	4.41549785	20.73332158	5.28E-06	0.000325383
ENSOCUG00000013763	DLGAP1	DLG associated protein 1 	Source:HGNC Symbol;Acc:HGNC:2905	-1.829282914	0.978016804	20.68171497	5.42E-06	0.000333403
ENSOCUG00000010144	TTC22	tetratricopeptide repeat domain 22 	Source:HGNC Symbol;Acc:HGNC:26067	2.471279647	-0.640243802	20.63901699	5.55E-06	0.000340039
ENSOCUG00000010719	WDR76	WD repeat domain 76 	Source:HGNC Symbol;Acc:HGNC:25773	-1.808120575	0.624392303	20.5691998	5.75E-06	0.000351096
ENSOCUG00000002878	SLX4IP	SLX4 interacting protein 	Source:HGNC Symbol;Acc:HGNC:16225	-1.540598399	-0.33738978	20.56786178	5.76E-06	0.000351096
ENSOCUG00000019083				2.209257985	-1.744432158	20.52952919	5.87E-06	0.000357276
ENSOCUG00000010762	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 	Source:HGNC Symbol;Acc:HGNC:28680	-4.540231706	1.921831686	20.52203592	5.89E-06	0.000357758
ENSOCUG00000013686	WNT5B	Wnt family member 5B 	Source:HGNC Symbol;Acc:HGNC:16265	-1.854456717	1.002305907	20.43782939	6.16E-06	0.000372893
ENSOCUG00000005655	SMC2	structural maintenance of chromosomes 2 	Source:HGNC Symbol;Acc:HGNC:14011	-1.533427779	4.895577596	20.42604528	6.20E-06	0.000374239
ENSOCUG00000007440	ITGAD	integrin subunit alpha D 	Source:HGNC Symbol;Acc:HGNC:6146	-1.802709247	3.012166288	20.36867005	6.39E-06	0.000384648
ENSOCUG00000022511				1.641017743	1.089307895	20.31360372	6.57E-06	0.000394873
ENSOCUG00000027378				-1.053275755	2.138642012	20.29179724	6.65E-06	0.000398388
ENSOCUG00000005115	FAP	fibroblast activation protein alpha 	Source:HGNC Symbol;Acc:HGNC:3590	-1.473437383	0.825798409	20.2671872	6.73E-06	0.000402527
ENSOCUG00000002914	GMPR2	guanosine monophosphate reductase 2 	Source:HGNC Symbol;Acc:HGNC:4377	0.485991347	4.659300382	20.18888186	7.02E-06	0.000417604
ENSOCUG00000001536				1.078465172	8.879918486	20.18720433	7.02E-06	0.000417604
ENSOCUG00000010755	PLCB4	phospholipase C beta 4 	Source:HGNC Symbol;Acc:HGNC:9059	-0.864397309	2.914661217	20.16051016	7.12E-06	0.000422411
ENSOCUG00000012924	ACOX1	acyl-CoA oxidase 1 	Source:HGNC Symbol;Acc:HGNC:119	1.000105331	7.743103971	20.08145785	7.42E-06	0.000439135
ENSOCUG00000024206	KCNJ3	potassium voltage-gated channel subfamily J member 3 	Source:HGNC Symbol;Acc:HGNC:6264	4.478266869	-1.897250264	20.03116716	7.62E-06	0.000449712
ENSOCUG00000022309	EMP2	epithelial membrane protein 2 	Source:HGNC Symbol;Acc:HGNC:3334	-0.987138141	4.648835011	19.95996119	7.91E-06	0.000465613
ENSOCUG00000001030	GEM	GTP binding protein overexpressed in skeletal muscle 	Source:HGNC Symbol;Acc:HGNC:4234	-2.239871496	-1.183470276	19.86749182	8.30E-06	0.000487346
ENSOCUG00000024118	CDT1	chromatin licensing and DNA replication factor 1 	Source:HGNC Symbol;Acc:HGNC:24576	-1.823390561	1.539015812	19.86325855	8.32E-06	0.000487346
ENSOCUG00000005229	RAD54L	RAD54-like (S. cerevisiae) 	Source:HGNC Symbol;Acc:HGNC:9826	-2.30497883	0.597577979	19.84908691	8.38E-06	0.000488855
ENSOCUG00000021457	NT5DC2	5'-nucleotidase domain containing 2 	Source:HGNC Symbol;Acc:HGNC:25717	-1.169929263	3.858325346	19.84790823	8.39E-06	0.000488855
ENSOCUG00000000749	HTATIP2	HIV-1 Tat interactive protein 2 	Source:HGNC Symbol;Acc:HGNC:16637	0.633743614	5.113866433	19.82181016	8.50E-06	0.00049316
ENSOCUG00000025022	NUPR1	"nuclear protein 1, transcriptional regulator "	Source:HGNC Symbol;Acc:HGNC:29990	-2.012343354	6.931027527	19.82175592	8.50E-06	0.00049316
ENSOCUG00000026395	DIO3	"deiodinase, iodothyronine type III "	Source:HGNC Symbol;Acc:HGNC:2885	2.63632323	-1.181618221	19.79784018	8.61E-06	0.000498148
ENSOCUG00000000810	PRICKLE2	prickle planar cell polarity protein 2 	Source:HGNC Symbol;Acc:HGNC:20340	-2.081378437	1.133189381	19.76027355	8.78E-06	0.000506797
ENSOCUG00000002572	LRRC3	leucine rich repeat containing 3 	Source:HGNC Symbol;Acc:HGNC:14965	1.337895472	4.621836102	19.75200581	8.82E-06	0.000507755
ENSOCUG00000010092	CPNE9	copine family member 9 	Source:HGNC Symbol;Acc:HGNC:24336	1.636718826	-0.486613922	19.72793867	8.93E-06	0.000512942
ENSOCUG00000001991	C1QL3	complement C1q like 3 	Source:HGNC Symbol;Acc:HGNC:19359	-1.252976803	2.008259703	19.7082911	9.02E-06	0.000516988
ENSOCUG00000026446				2.941948529	-1.638481284	19.67643886	9.17E-06	0.000524408
ENSOCUG00000015913	KPNA2	karyopherin subunit alpha 2 	Source:HGNC Symbol;Acc:HGNC:6395	-0.974612108	4.881489844	19.62399062	9.43E-06	0.000537702
ENSOCUG00000020978	YPEL2	yippee like 2 	Source:HGNC Symbol;Acc:HGNC:18326	1.609202095	5.659866133	19.59683298	9.56E-06	0.000544089
ENSOCUG00000008399	CDC25C	cell division cycle 25C 	Source:HGNC Symbol;Acc:HGNC:1727	-3.040398641	-0.704059001	19.588076	9.61E-06	0.00054434
ENSOCUG00000007575	DDIAS	DNA damage induced apoptosis suppressor 	Source:HGNC Symbol;Acc:HGNC:26351	-2.39374395	1.015858609	19.58678848	9.61E-06	0.00054434
ENSOCUG00000005293	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1 	Source:HGNC Symbol;Acc:HGNC:24595	-1.155629118	0.806046642	19.55010262	9.80E-06	0.000553569
ENSOCUG00000015053				-0.747588617	3.025470306	19.5241645	9.93E-06	0.000559801
ENSOCUG00000005910	CCDC36	coiled-coil domain containing 36 	Source:HGNC Symbol;Acc:HGNC:27945	-6.427049562	-0.343929292	19.48873271	1.01E-05	0.000568926
ENSOCUG00000021533	LTC4S	leukotriene C4 synthase 	Source:HGNC Symbol;Acc:HGNC:6719	-1.049357897	2.487527082	19.4765964	1.02E-05	0.000570806
ENSOCUG00000009391				1.670129025	6.469236162	19.47338025	1.02E-05	0.000570806
ENSOCUG00000026373				1.993101205	2.435888937	19.42748727	1.04E-05	0.000583308
ENSOCUG00000026465	BTNL9	butyrophilin like 9 	Source:HGNC Symbol;Acc:HGNC:24176	-3.09257403	-1.888023819	19.4210205	1.05E-05	0.00058391
ENSOCUG00000022112				-2.782546085	-0.85255999	19.41524301	1.05E-05	0.000584304
ENSOCUG00000014627	C3orf70	chromosome 3 open reading frame 70 	Source:HGNC Symbol;Acc:HGNC:33731	-0.900695556	2.252583015	19.3893271	1.07E-05	0.0005909
ENSOCUG00000002732				0.797707841	5.988133434	19.31158592	1.11E-05	0.000614015
ENSOCUG00000014159	KDSR	3-ketodihydrosphingosine reductase 	Source:HGNC Symbol;Acc:HGNC:4021	0.819970739	6.674049466	19.28873733	1.12E-05	0.000619958
ENSOCUG00000015574	S1PR1	sphingosine-1-phosphate receptor 1 	Source:HGNC Symbol;Acc:HGNC:3165	1.066071042	3.895556183	19.24824544	1.15E-05	0.000631774
ENSOCUG00000029304				1.420095255	4.892016623	19.2141209	1.17E-05	0.000641676
ENSOCUG00000011299	CHEK2	checkpoint kinase 2 	Source:HGNC Symbol;Acc:HGNC:16627	-0.964699347	1.540815375	19.16852731	1.20E-05	0.000655666
ENSOCUG00000021565				2.516822801	-1.199831506	19.1556443	1.20E-05	0.000658581
ENSOCUG00000006806	ZWINT	ZW10 interacting kinetochore protein 	Source:HGNC Symbol;Acc:HGNC:13195	-2.722836926	-0.853009937	19.14446034	1.21E-05	0.000660925
ENSOCUG00000000061	FBXO5	F-box protein 5 	Source:HGNC Symbol;Acc:HGNC:13584	-1.238793548	1.27016037	19.12113828	1.23E-05	0.000667513
ENSOCUG00000006279	LSM14B	LSM family member 14B 	Source:HGNC Symbol;Acc:HGNC:15887	0.52226561	4.135126957	19.08881978	1.25E-05	0.00067598
ENSOCUG00000021501		Cytochrome P450 2C5  	Source:UniProtKB/Swiss-Prot;Acc:P00179	1.644834531	7.248940291	19.08832692	1.25E-05	0.00067598
ENSOCUG00000022994		lens fiber membrane intrinsic protein  	Source:RefSeq peptide;Acc:NP_001093432	-4.949462934	-1.33053703	18.99444754	1.31E-05	0.000707594
ENSOCUG00000005061				2.262310015	4.359426682	18.98997043	1.31E-05	0.000707594
ENSOCUG00000004297	OTOA	otoancorin 	Source:HGNC Symbol;Acc:HGNC:16378	5.046487516	-1.050514938	18.98804922	1.32E-05	0.000707594
ENSOCUG00000026147				5.580000736	3.552429289	18.87901329	1.39E-05	0.000747514
ENSOCUG00000001670	PEX16	peroxisomal biogenesis factor 16 	Source:HGNC Symbol;Acc:HGNC:8857	0.742738854	5.081056537	18.85370755	1.41E-05	0.000755783
ENSOCUG00000005846	ALAD	aminolevulinate dehydratase 	Source:HGNC Symbol;Acc:HGNC:395	1.215438423	7.769918502	18.82933546	1.43E-05	0.000763774
ENSOCUG00000000109	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9 	Source:HGNC Symbol;Acc:HGNC:13202	-1.733652318	3.049092633	18.81933435	1.44E-05	0.00076606
ENSOCUG00000023180				1.797861624	-0.122453824	18.7745124	1.47E-05	0.000782514
ENSOCUG00000010874	COL4A5	collagen type IV alpha 5 chain 	Source:HGNC Symbol;Acc:HGNC:2207	-0.694242297	5.146738278	18.66508646	1.56E-05	0.000826873
ENSOCUG00000015493		annexin A1  	Source:RefSeq peptide;Acc:NP_001164623	-1.084878059	4.312319239	18.62624243	1.59E-05	0.000842005
ENSOCUG00000007539	FANCM	Fanconi anemia complementation group M 	Source:HGNC Symbol;Acc:HGNC:23168	-3.062597139	0.087556024	18.49407202	1.70E-05	0.000896785
ENSOCUG00000023762				1.60483695	1.07959542	18.49370336	1.70E-05	0.000896785
ENSOCUG00000007351				-3.295754026	-1.123274288	18.49334351	1.70E-05	0.000896785
ENSOCUG00000013950	KIF18A	kinesin family member 18A 	Source:HGNC Symbol;Acc:HGNC:29441	-1.548614406	1.642595127	18.47739342	1.72E-05	0.000902317
ENSOCUG00000015320	COL12A1	collagen type XII alpha 1 chain 	Source:HGNC Symbol;Acc:HGNC:2188	-1.491084489	2.551195757	18.46499557	1.73E-05	0.000906197
ENSOCUG00000014736				-1.269131297	-0.0197471	18.45553005	1.74E-05	0.000908698
ENSOCUG00000005513	FKBP5	FK506 binding protein 5 	Source:HGNC Symbol;Acc:HGNC:3721	-1.247603281	3.840494575	18.43997018	1.75E-05	0.00091413
ENSOCUG00000013450		myosin-11  	Source:RefSeq peptide;Acc:NP_001075777	-1.717113935	1.821484635	18.41856555	1.77E-05	0.000921732
ENSOCUG00000009560	MTERF2	mitochondrial transcription termination factor 2 	Source:HGNC Symbol;Acc:HGNC:30779	0.815379321	3.738043939	18.41581354	1.78E-05	0.000921732
ENSOCUG00000007472				-1.47536211	3.755597997	18.30259387	1.88E-05	0.000976025
ENSOCUG00000004150	FGFR1	fibroblast growth factor receptor 1 	Source:HGNC Symbol;Acc:HGNC:3688	-0.927295651	3.998279853	18.26645087	1.92E-05	0.000992548
ENSOCUG00000015967	VAMP4	vesicle associated membrane protein 4 	Source:HGNC Symbol;Acc:HGNC:12645	-0.777894687	3.69461613	18.25729903	1.93E-05	0.000995155
ENSOCUG00000013403	L3HYPDH	trans-L-3-hydroxyproline dehydratase 	Source:HGNC Symbol;Acc:HGNC:20488	-1.900623649	2.357797451	18.24410504	1.94E-05	0.000999894
ENSOCUG00000007827	SASS6	SAS-6 centriolar assembly protein 	Source:HGNC Symbol;Acc:HGNC:25403	-2.305055195	-0.217711644	18.21837452	1.97E-05	0.001011295
ENSOCUG00000013417	NAMPT	nicotinamide phosphoribosyltransferase 	Source:HGNC Symbol;Acc:HGNC:30092	0.756439239	6.554110838	18.19470038	1.99E-05	0.001021727
ENSOCUG00000006423	BAX	"BCL2 associated X, apoptosis regulator "	Source:HGNC Symbol;Acc:HGNC:959	-0.731638405	3.647540415	18.14780929	2.04E-05	0.001044935
ENSOCUG00000023401		Alcohol dehydrogenase class-2 isozyme 2  	Source:UniProtKB/Swiss-Prot;Acc:O46650	0.875893778	10.3555637	18.07228238	2.13E-05	0.001084872
ENSOCUG00000003217	COL23A1	collagen type XXIII alpha 1 chain 	Source:HGNC Symbol;Acc:HGNC:22990	-1.75123496	2.127092218	18.04790794	2.15E-05	0.001096487
ENSOCUG00000001888	H2AFZ	H2A histone family member Z 	Source:HGNC Symbol;Acc:HGNC:4741	-1.155762014	4.330515966	18.04327557	2.16E-05	0.001096799
ENSOCUG00000001405	ABTB2	ankyrin repeat and BTB domain containing 2 	Source:HGNC Symbol;Acc:HGNC:23842	0.746294834	4.504540737	18.00834484	2.20E-05	0.001114717
ENSOCUG00000009045	ASS1	argininosuccinate synthase 1 	Source:HGNC Symbol;Acc:HGNC:758	1.065977623	10.2848456	18.00222845	2.21E-05	0.001115731
ENSOCUG00000007319	GPX7	glutathione peroxidase 7 	Source:HGNC Symbol;Acc:HGNC:4559	-1.218494544	1.859475683	17.99847968	2.21E-05	0.001115731
ENSOCUG00000005955	DTYMK	deoxythymidylate kinase 	Source:HGNC Symbol;Acc:HGNC:3061	-1.374477578	3.514126835	17.89520968	2.33E-05	0.001175432
ENSOCUG00000027575		potassium voltage-gated channel subfamily H member 2  	Source:RefSeq peptide;Acc:NP_001075853	-5.146503952	-0.421160128	17.88647362	2.34E-05	0.001178333
ENSOCUG00000008107				2.120595768	0.237156189	17.87575095	2.36E-05	0.001180784
ENSOCUG00000002539	SLC22A1	solute carrier family 22 member 1 	Source:HGNC Symbol;Acc:HGNC:10963	0.925172058	8.964124281	17.87115536	2.36E-05	0.001180784
ENSOCUG00000007151	CFAP70	cilia and flagella associated protein 70 	Source:HGNC Symbol;Acc:HGNC:30726	-2.199135369	-0.644866774	17.86744453	2.37E-05	0.001180784
ENSOCUG00000023670	RAMP2	receptor activity modifying protein 2 	Source:HGNC Symbol;Acc:HGNC:9844	-0.945795711	4.652165723	17.86642613	2.37E-05	0.001180784
ENSOCUG00000014855	MCU	mitochondrial calcium uniporter 	Source:HGNC Symbol;Acc:HGNC:23526	-0.602740573	4.067165424	17.80674632	2.45E-05	0.001215844
ENSOCUG00000002413	HOXD4	homeobox D4 	Source:HGNC Symbol;Acc:HGNC:5138	2.832941338	0.987694551	17.79716125	2.46E-05	0.001219423
ENSOCUG00000020992				4.274772371	-2.085205047	17.75732082	2.51E-05	0.001242622
ENSOCUG00000016053	RAB44	"RAB44, member RAS oncogene family "	Source:HGNC Symbol;Acc:HGNC:21068	2.742435941	-1.812942343	17.71788832	2.56E-05	0.001265052
ENSOCUG00000002818	FAM64A	family with sequence similarity 64 member A 	Source:HGNC Symbol;Acc:HGNC:25483	-3.552130752	-1.926775414	17.71534504	2.57E-05	0.001265052
ENSOCUG00000000364	SIGMAR1	sigma non-opioid intracellular receptor 1 	Source:HGNC Symbol;Acc:HGNC:8157	0.687536237	5.324225501	17.60933012	2.71E-05	0.00133243
ENSOCUG00000014946	RASD1	ras related dexamethasone induced 1 	Source:HGNC Symbol;Acc:HGNC:15828	1.593606771	1.282546983	17.60873854	2.71E-05	0.00133243
ENSOCUG00000029084				-1.282655238	9.937443819	17.58851253	2.74E-05	0.001343889
ENSOCUG00000017258				-0.891396688	9.050939593	17.53465602	2.82E-05	0.00137964
ENSOCUG00000023951				5.649075454	-1.985748048	17.51345829	2.85E-05	0.001392231
ENSOCUG00000009227	CDK14	cyclin dependent kinase 14 	Source:HGNC Symbol;Acc:HGNC:8883	-1.087179138	1.212307271	17.50655666	2.86E-05	0.001394419
ENSOCUG00000014334	ITGA8	integrin subunit alpha 8 	Source:HGNC Symbol;Acc:HGNC:6144	-1.412333606	3.070324858	17.4962266	2.88E-05	0.001399137
ENSOCUG00000017919	CEP135	centrosomal protein 135 	Source:HGNC Symbol;Acc:HGNC:29086	-0.78581462	3.107382312	17.46240227	2.93E-05	0.001421334
ENSOCUG00000010394	KLHL23	kelch like family member 23 	Source:HGNC Symbol;Acc:HGNC:27506	-1.211726199	1.75690135	17.44941415	2.95E-05	0.001428152
ENSOCUG00000000493	PITPNM2	phosphatidylinositol transfer protein membrane associated 2 	Source:HGNC Symbol;Acc:HGNC:21044	1.009864361	2.959043862	17.43144885	2.98E-05	0.001438771
ENSOCUG00000011488	FANCI	Fanconi anemia complementation group I 	Source:HGNC Symbol;Acc:HGNC:25568	-1.182618108	2.620676917	17.42576936	2.99E-05	0.001440137
ENSOCUG00000011233	APOA4	apolipoprotein A4 	Source:HGNC Symbol;Acc:HGNC:602	1.182273653	11.25268829	17.36024753	3.09E-05	0.001487618
ENSOCUG00000016329	DENND5A	DENN domain containing 5A 	Source:HGNC Symbol;Acc:HGNC:19344	-0.711683697	5.372795097	17.33708514	3.13E-05	0.001502805
ENSOCUG00000025702				1.280128798	6.007845733	17.33150904	3.14E-05	0.001503034
ENSOCUG00000029617				4.829206101	-2.646093241	17.32910115	3.14E-05	0.001503034
ENSOCUG00000013237	AASS	aminoadipate-semialdehyde synthase 	Source:HGNC Symbol;Acc:HGNC:17366	0.83334952	7.051548522	17.3043707	3.18E-05	0.001519653
ENSOCUG00000029709				0.779132142	4.982477785	17.28130665	3.22E-05	0.001535115
ENSOCUG00000024354				0.745856089	8.839723868	17.26736257	3.25E-05	0.001543317
ENSOCUG00000023845				3.056356693	-1.596969336	17.23259638	3.31E-05	0.001568667
ENSOCUG00000013412				-4.659100835	2.338665087	17.19709854	3.37E-05	0.001595057
ENSOCUG00000016982	SH3BP4	SH3 domain binding protein 4 	Source:HGNC Symbol;Acc:HGNC:10826	0.964135558	3.059244905	17.12696953	3.50E-05	0.001651742
ENSOCUG00000005767	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 	Source:HGNC Symbol;Acc:HGNC:5008	1.386331714	10.07793728	17.11796642	3.51E-05	0.001656284
ENSOCUG00000008518				-0.819191333	10.97604172	17.10758773	3.53E-05	0.001662049
ENSOCUG00000025267				2.891401382	-1.993087273	17.10258734	3.54E-05	0.001663124
ENSOCUG00000001190				-1.903669632	-0.54650366	17.0789951	3.59E-05	0.001680579
ENSOCUG00000022143				0.643963287	4.85141345	16.99572502	3.75E-05	0.001752445
ENSOCUG00000023005				-3.053534231	-0.086099852	16.99083791	3.76E-05	0.001753496
ENSOCUG00000025317	PTP4A3	"protein tyrosine phosphatase type IVA, member 3 "	Source:HGNC Symbol;Acc:HGNC:9636	-1.330896267	0.010612646	16.98166213	3.77E-05	0.001755099
ENSOCUG00000006638	KCNK17	potassium two pore domain channel subfamily K member 17 	Source:HGNC Symbol;Acc:HGNC:14465	-1.864881624	-0.486834458	16.98162859	3.77E-05	0.001755099
ENSOCUG00000013533	IGHM	immunoglobulin heavy constant mu 	Source:HGNC Symbol;Acc:HGNC:5541	1.082869757	3.216617691	16.96558145	3.81E-05	0.001766526
ENSOCUG00000017185				1.331175912	13.01020535	16.94843659	3.84E-05	0.001779063
ENSOCUG00000029515				1.963613312	0.372935154	16.92038095	3.90E-05	0.001799386
ENSOCUG00000016204	CKS1B	CDC28 protein kinase regulatory subunit 1B 	Source:HGNC Symbol;Acc:HGNC:19083	-1.804044365	1.485695814	16.91945794	3.90E-05	0.001799386
ENSOCUG00000004260	TTPAL	alpha tocopherol transfer protein like 	Source:HGNC Symbol;Acc:HGNC:16114	1.020993998	1.754246507	16.91448617	3.91E-05	0.001800595
ENSOCUG00000015336	DNAI1	dynein axonemal intermediate chain 1 	Source:HGNC Symbol;Acc:HGNC:2954	-2.763545911	-1.117134275	16.85906584	4.03E-05	0.001850344
ENSOCUG00000009657	SDR16C5	"short chain dehydrogenase/reductase family 16C, member 5 "	Source:HGNC Symbol;Acc:HGNC:30311	-3.73606546	-1.197758526	16.78701873	4.18E-05	0.001918217
ENSOCUG00000015209	POLA1	"DNA polymerase alpha 1, catalytic subunit "	Source:HGNC Symbol;Acc:HGNC:9173	-0.851191757	3.046926906	16.78097114	4.20E-05	0.001920618
ENSOCUG00000001759	CDCA7	cell division cycle associated 7 	Source:HGNC Symbol;Acc:HGNC:14628	-2.099604699	-1.256997375	16.7583162	4.25E-05	0.001937431
ENSOCUG00000024212	MAG	myelin associated glycoprotein 	Source:HGNC Symbol;Acc:HGNC:6783	1.846286405	0.139450644	16.75710612	4.25E-05	0.001937431
ENSOCUG00000013005	STARD3	StAR related lipid transfer domain containing 3 	Source:HGNC Symbol;Acc:HGNC:17579	0.687552727	6.055379742	16.7396849	4.29E-05	0.001951542
ENSOCUG00000021896				0.696405847	4.093988273	16.72760092	4.31E-05	0.001960241
ENSOCUG00000022602				2.631577861	-1.906993152	16.69016744	4.40E-05	0.001995474
ENSOCUG00000016320	ATP8B2	ATPase phospholipid transporting 8B2 	Source:HGNC Symbol;Acc:HGNC:13534	-0.854365683	3.460146368	16.6850285	4.41E-05	0.001997061
ENSOCUG00000009833	SLC24A3	solute carrier family 24 member 3 	Source:HGNC Symbol;Acc:HGNC:10977	2.25576281	-0.480462824	16.64850548	4.50E-05	0.002031999
ENSOCUG00000000185	ANO6	anoctamin 6 	Source:HGNC Symbol;Acc:HGNC:25240	-0.809382151	2.430682217	16.61170563	4.59E-05	0.002067862
ENSOCUG00000023043	TLE3	transducin like enhancer of split 3 	Source:HGNC Symbol;Acc:HGNC:11839	0.763416796	3.213685928	16.59871196	4.62E-05	0.002078119
ENSOCUG00000017504	SYT9	synaptotagmin 9 	Source:HGNC Symbol;Acc:HGNC:19265	-1.692666361	-0.641859965	16.56702619	4.70E-05	0.002109122
