ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000000278	RTF1	"RTF1 homolog, Paf1/RNA polymerase II complex component "	Source:HGNC Symbol;Acc:HGNC:28996	0.700754953	4.604162115	21.65252394	3.27E-06	9.00E-05
ENSOCUG00000015793	SERINC1	serine incorporator 1 	Source:HGNC Symbol;Acc:HGNC:13464	0.876310884	5.817402421	21.63922888	3.29E-06	9.06E-05
ENSOCUG00000017671	ALKBH6	alkB homolog 6 	Source:HGNC Symbol;Acc:HGNC:28243	-1.056866845	2.790817617	21.59602373	3.37E-06	9.25E-05
ENSOCUG00000009505	PLAGL1	PLAG1 like zinc finger 1 	Source:HGNC Symbol;Acc:HGNC:9046	-1.245736818	1.09307316	21.59311073	3.37E-06	9.26E-05
ENSOCUG00000001112	PCM1	pericentriolar material 1 	Source:HGNC Symbol;Acc:HGNC:8727	0.874267896	5.57478439	21.56596263	3.42E-06	9.38E-05
ENSOCUG00000015091	CANX	calnexin 	Source:HGNC Symbol;Acc:HGNC:1473	0.955151838	7.937138442	21.54933421	3.45E-06	9.45E-05
ENSOCUG00000012488	ALS2	"ALS2, alsin Rho guanine nucleotide exchange factor "	Source:HGNC Symbol;Acc:HGNC:443	-0.956887067	5.685240325	21.54043604	3.46E-06	9.48E-05
ENSOCUG00000017649	ZBTB11	zinc finger and BTB domain containing 11 	Source:HGNC Symbol;Acc:HGNC:16740	1.075639925	3.238160589	21.53284618	3.48E-06	9.51E-05
ENSOCUG00000016069	RNF144A	ring finger protein 144A 	Source:HGNC Symbol;Acc:HGNC:20457	-1.208851299	2.249920884	21.5281467	3.49E-06	9.52E-05
ENSOCUG00000015384	OXSM	"3-oxoacyl-ACP synthase, mitochondrial "	Source:HGNC Symbol;Acc:HGNC:26063	-0.838933514	4.018795124	21.52314568	3.50E-06	9.52E-05
ENSOCUG00000013801	SHCBP1	SHC binding and spindle associated 1 	Source:HGNC Symbol;Acc:HGNC:29547	-2.189072615	0.921707221	21.52302368	3.50E-06	9.52E-05
ENSOCUG00000029375				-2.346720851	0.544194452	21.51821711	3.50E-06	9.54E-05
ENSOCUG00000005556	SMIM8	small integral membrane protein 8 	Source:HGNC Symbol;Acc:HGNC:21401	-0.902194885	3.493454794	21.44646424	3.64E-06	9.88E-05
ENSOCUG00000023866				1.009316257	1.615348535	21.44478779	3.64E-06	9.88E-05
ENSOCUG00000017299				4.012568785	-1.663077578	21.44025978	3.65E-06	9.90E-05
ENSOCUG00000029669	HACD4	3-hydroxyacyl-CoA dehydratase 4 	Source:HGNC Symbol;Acc:HGNC:20920	-1.537772395	1.453998611	21.43457339	3.66E-06	9.91E-05
ENSOCUG00000000731				1.529854268	2.345268235	21.43182336	3.67E-06	9.92E-05
ENSOCUG00000006314	CENPT	centromere protein T 	Source:HGNC Symbol;Acc:HGNC:25787	-3.169059468	0.475367103	21.42960606	3.67E-06	9.92E-05
ENSOCUG00000026029				0.994199193	2.860574132	21.42151198	3.69E-06	9.95E-05
ENSOCUG00000000618	PIAS1	protein inhibitor of activated STAT 1 	Source:HGNC Symbol;Acc:HGNC:2752	0.761063894	3.217026218	21.41888495	3.69E-06	9.95E-05
ENSOCUG00000017126	ARHGAP35	Rho GTPase activating protein 35 	Source:HGNC Symbol;Acc:HGNC:4591	0.947051406	6.275905972	21.41665052	3.70E-06	9.95E-05
ENSOCUG00000022267	DDAH2	dimethylarginine dimethylaminohydrolase 2 	Source:HGNC Symbol;Acc:HGNC:2716	-1.136766434	3.040136404	21.40998701	3.71E-06	9.97E-05
ENSOCUG00000003047	CDKN3	cyclin dependent kinase inhibitor 3 	Source:HGNC Symbol;Acc:HGNC:1791	-2.646400626	2.482701318	21.40795109	3.71E-06	9.97E-05
ENSOCUG00000004016	RNPC3	"RNA binding region (RNP1, RRM) containing 3 "	Source:HGNC Symbol;Acc:HGNC:18666	0.774655494	4.087174282	21.40546001	3.72E-06	9.98E-05
ENSOCUG00000001219	RASA2	RAS p21 protein activator 2 	Source:HGNC Symbol;Acc:HGNC:9872	1.329621652	1.878581513	21.39373636	3.74E-06	0.000100249
ENSOCUG00000000325	GJA4	gap junction protein alpha 4 	Source:HGNC Symbol;Acc:HGNC:4278	-1.631239392	2.167378443	21.39080212	3.75E-06	0.000100289
ENSOCUG00000014422	HIST1H1C	histone cluster 1 H1 family member c 	Source:HGNC Symbol;Acc:HGNC:4716	1.879899011	2.774501498	21.35503282	3.82E-06	0.000102018
ENSOCUG00000006266	MAFF	MAF bZIP transcription factor F 	Source:HGNC Symbol;Acc:HGNC:6780	2.518212537	-0.833702164	21.35370261	3.82E-06	0.000102018
ENSOCUG00000016948	SLCO4C1	solute carrier organic anion transporter family member 4C1 	Source:HGNC Symbol;Acc:HGNC:23612	2.59825431	-1.288074472	21.31140534	3.90E-06	0.000104176
ENSOCUG00000024515	OS9	"OS9, endoplasmic reticulum lectin "	Source:HGNC Symbol;Acc:HGNC:16994	0.746685398	7.631716551	21.29633906	3.93E-06	0.00010488
ENSOCUG00000026224	HAMP	hepcidin antimicrobial peptide 	Source:HGNC Symbol;Acc:HGNC:15598	1.293641361	8.214753226	21.29235965	3.94E-06	0.00010498
ENSOCUG00000029520	UBE2I	ubiquitin conjugating enzyme E2 I 	Source:HGNC Symbol;Acc:HGNC:12485	-1.24231662	6.486688284	21.27895417	3.97E-06	0.000105598
ENSOCUG00000026185	RBM43	RNA binding motif protein 43 	Source:HGNC Symbol;Acc:HGNC:24790	1.685170358	2.073267064	21.27212016	3.98E-06	0.000105856
ENSOCUG00000002017	REEP4	receptor accessory protein 4 	Source:HGNC Symbol;Acc:HGNC:26176	-1.505648264	4.463504928	21.25823054	4.01E-06	0.000106506
ENSOCUG00000014021	SLC17A1	solute carrier family 17 member 1 	Source:HGNC Symbol;Acc:HGNC:10929	1.048774084	7.996110236	21.19818595	4.14E-06	0.000109772
ENSOCUG00000011957	AURKB	aurora kinase B 	Source:HGNC Symbol;Acc:HGNC:11390	-2.710306068	0.897283401	21.19179747	4.16E-06	0.000110007
ENSOCUG00000022370	PAIP2B	poly(A) binding protein interacting protein 2B 	Source:HGNC Symbol;Acc:HGNC:29200	1.207767815	2.589811761	21.18980919	4.16E-06	0.000110007
ENSOCUG00000021313				1.833449454	4.350001291	21.17483215	4.19E-06	0.000110746
ENSOCUG00000012557	SOX6	SRY-box 6 	Source:HGNC Symbol;Acc:HGNC:16421	1.356433872	1.599526065	21.16970336	4.20E-06	0.000110919
ENSOCUG00000006838	SDC3	syndecan 3 	Source:HGNC Symbol;Acc:HGNC:10660	0.956829535	3.649076501	21.13211822	4.29E-06	0.000112947
ENSOCUG00000005659	PHF19	PHD finger protein 19 	Source:HGNC Symbol;Acc:HGNC:24566	-2.205016429	1.560751215	21.13071755	4.29E-06	0.000112947
ENSOCUG00000000512	USP22	ubiquitin specific peptidase 22 	Source:HGNC Symbol;Acc:HGNC:12621	0.629813546	4.457315177	21.11654096	4.32E-06	0.000113659
ENSOCUG00000016706	KIF11	kinesin family member 11 	Source:HGNC Symbol;Acc:HGNC:6388	-2.445955313	2.825145639	21.06725957	4.43E-06	0.00011649
ENSOCUG00000009340	ARAP3	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 "	Source:HGNC Symbol;Acc:HGNC:24097	-1.849984728	5.407115175	21.05648915	4.46E-06	0.000117017
ENSOCUG00000013072	UBASH3B	ubiquitin associated and SH3 domain containing B 	Source:HGNC Symbol;Acc:HGNC:29884	-1.169186727	2.882714151	21.0330065	4.51E-06	0.000118329
ENSOCUG00000004436	INSR	insulin receptor 	Source:HGNC Symbol;Acc:HGNC:6091	1.259003935	5.028527643	21.01502437	4.56E-06	0.000119313
ENSOCUG00000002337	PRR11	proline rich 11 	Source:HGNC Symbol;Acc:HGNC:25619	-2.927683882	0.988656428	21.00598625	4.58E-06	0.000119744
ENSOCUG00000026921				1.734735211	1.027485544	20.99461659	4.61E-06	0.000120324
ENSOCUG00000015101	MAML1	mastermind like transcriptional coactivator 1 	Source:HGNC Symbol;Acc:HGNC:13632	1.120796625	2.83845475	20.99249378	4.61E-06	0.000120325
ENSOCUG00000014905	SLC10A6	solute carrier family 10 member 6 	Source:HGNC Symbol;Acc:HGNC:30603	1.493822414	1.306344689	20.97790545	4.65E-06	0.0001211
ENSOCUG00000013918	RNF40	ring finger protein 40 	Source:HGNC Symbol;Acc:HGNC:16867	0.711744134	4.982527089	20.97596616	4.65E-06	0.0001211
ENSOCUG00000005421				-2.322467825	0.881078177	20.96567069	4.68E-06	0.000121619
ENSOCUG00000006386	ATP10A	ATPase phospholipid transporting 10A (putative) 	Source:HGNC Symbol;Acc:HGNC:13542	2.745653199	3.358953916	20.96342562	4.68E-06	0.000121628
ENSOCUG00000011046	TTBK2	tau tubulin kinase 2 	Source:HGNC Symbol;Acc:HGNC:19141	1.436529681	2.042335124	20.95990542	4.69E-06	0.000121718
ENSOCUG00000016909	RAD51	RAD51 recombinase 	Source:HGNC Symbol;Acc:HGNC:9817	-2.369728581	1.253568106	20.94885649	4.72E-06	0.000122133
ENSOCUG00000012968	BHLHE22	basic helix-loop-helix family member e22 	Source:HGNC Symbol;Acc:HGNC:11963	2.250947548	-1.07697193	20.94884357	4.72E-06	0.000122133
ENSOCUG00000008303	MMP12	matrix metallopeptidase 12 	Source:HGNC Symbol;Acc:HGNC:7158	3.417297274	2.448674182	20.9471008	4.72E-06	0.000122133
ENSOCUG00000001203	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3 	Source:HGNC Symbol;Acc:HGNC:13561	2.044754687	0.27707901	20.94438632	4.73E-06	0.000122172
ENSOCUG00000015438	MIER1	MIER1 transcriptional regulator 	Source:HGNC Symbol;Acc:HGNC:29657	0.973094907	5.650003291	20.94062879	4.74E-06	0.000122279
ENSOCUG00000005652	NOX1	NADPH oxidase 1 	Source:HGNC Symbol;Acc:HGNC:7889	5.901532647	-2.633016243	20.93154551	4.76E-06	0.000122726
ENSOCUG00000000631	TAGAP	T-cell activation RhoGTPase activating protein 	Source:HGNC Symbol;Acc:HGNC:15669	2.03406606	0.399246339	20.92808298	4.77E-06	0.000122814
ENSOCUG00000021525				1.286028278	2.846033375	20.90429627	4.83E-06	0.000124214
ENSOCUG00000000442				0.791604697	4.115867711	20.90064275	4.84E-06	0.000124316
ENSOCUG00000013712	EFHB	EF-hand domain family member B 	Source:HGNC Symbol;Acc:HGNC:26330	3.415826322	-1.593128725	20.89807539	4.84E-06	0.000124347
ENSOCUG00000010435	SUSD1	sushi domain containing 1 	Source:HGNC Symbol;Acc:HGNC:25413	1.36671716	2.020424185	20.8954231	4.85E-06	0.000124385
ENSOCUG00000005161	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	Source:HGNC Symbol;Acc:HGNC:30279	0.984242152	4.323690679	20.89255147	4.86E-06	0.000124436
ENSOCUG00000012842				0.74771049	8.979629948	20.85286576	4.96E-06	0.000126904
ENSOCUG00000016023	ADAM10	ADAM metallopeptidase domain 10 	Source:HGNC Symbol;Acc:HGNC:188	1.039213463	3.652842826	20.84607019	4.98E-06	0.000127218
ENSOCUG00000005139	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 	Source:HGNC Symbol;Acc:HGNC:4921	1.514857001	3.413771312	20.84167618	4.99E-06	0.000127372
ENSOCUG00000010433	BTAF1	B-TFIID TATA-box binding protein associated factor 1 	Source:HGNC Symbol;Acc:HGNC:17307	1.141244698	4.357411353	20.81665892	5.05E-06	0.000128908
ENSOCUG00000008041	GSG2	"germ cell associated 2, haspin "	Source:HGNC Symbol;Acc:HGNC:19682	-3.080759272	-0.802211208	20.8111771	5.07E-06	0.000129138
ENSOCUG00000003018	LIX1L	limb and CNS expressed 1 like 	Source:HGNC Symbol;Acc:HGNC:28715	-1.081333154	1.6628114	20.80828436	5.08E-06	0.000129194
ENSOCUG00000025680	LRRC75A	leucine rich repeat containing 75A 	Source:HGNC Symbol;Acc:HGNC:32403	-1.221562587	3.803401094	20.75794064	5.21E-06	0.000132493
ENSOCUG00000011968	BSDC1	BSD domain containing 1 	Source:HGNC Symbol;Acc:HGNC:25501	0.687700559	5.014827027	20.7492509	5.24E-06	0.000132953
ENSOCUG00000008274	PROX1	prospero homeobox 1 	Source:HGNC Symbol;Acc:HGNC:9459	1.564132638	4.84071584	20.73668216	5.27E-06	0.000133685
ENSOCUG00000026111				2.436721523	-0.079756547	20.73407807	5.28E-06	0.000133724
ENSOCUG00000015136	FAM129A	family with sequence similarity 129 member A 	Source:HGNC Symbol;Acc:HGNC:16784	1.751201411	0.355549818	20.71991971	5.32E-06	0.000134572
ENSOCUG00000008012				-2.973554882	1.111000917	20.70138912	5.37E-06	0.000135735
ENSOCUG00000016433	ZKSCAN4	zinc finger with KRAB and SCAN domains 4 	Source:HGNC Symbol;Acc:HGNC:13854	-1.090777272	2.347144207	20.68971943	5.40E-06	0.000136419
ENSOCUG00000005751	PSD	pleckstrin and Sec7 domain containing 	Source:HGNC Symbol;Acc:HGNC:9507	1.937718167	2.476195989	20.66550464	5.47E-06	0.000138008
ENSOCUG00000025435				0.775805044	4.823660385	20.64026888	5.54E-06	0.00013969
ENSOCUG00000009119	TBC1D31	TBC1 domain family member 31 	Source:HGNC Symbol;Acc:HGNC:30888	-1.507253347	4.003817463	20.63509812	5.56E-06	0.000139919
ENSOCUG00000003326	ZNF518B	zinc finger protein 518B 	Source:HGNC Symbol;Acc:HGNC:29365	1.040731639	4.392647123	20.63294058	5.56E-06	0.000139928
ENSOCUG00000014532	DDX52	DExD-box helicase 52 	Source:HGNC Symbol;Acc:HGNC:20038	0.888499054	4.394498243	20.62962077	5.57E-06	0.000140022
ENSOCUG00000026630				1.189531989	1.647550595	20.61303643	5.62E-06	0.000141026
ENSOCUG00000003512	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	Source:HGNC Symbol;Acc:HGNC:7038	-1.130517965	3.812054409	20.61188378	5.62E-06	0.000141026
ENSOCUG00000011554				1.168294279	2.097899947	20.58530308	5.70E-06	0.000142846
ENSOCUG00000002935	FAM46C	family with sequence similarity 46 member C 	Source:HGNC Symbol;Acc:HGNC:24712	1.484220765	2.284780485	20.57408819	5.74E-06	0.000143534
ENSOCUG00000006180	LPCAT4	lysophosphatidylcholine acyltransferase 4 	Source:HGNC Symbol;Acc:HGNC:30059	-1.262148177	2.423323974	20.53602792	5.85E-06	0.000146261
ENSOCUG00000008993				1.689181483	2.887947845	20.53297283	5.86E-06	0.00014634
ENSOCUG00000011491	IVNS1ABP	influenza virus NS1A binding protein 	Source:HGNC Symbol;Acc:HGNC:16951	-0.965513006	5.858319928	20.5221855	5.89E-06	0.000147012
ENSOCUG00000017111				-2.652696365	1.051946988	20.50710082	5.94E-06	0.000148011
ENSOCUG00000009776	ZHX1	zinc fingers and homeoboxes 1 	Source:HGNC Symbol;Acc:HGNC:12871	1.039327979	5.323430032	20.50519451	5.95E-06	0.000148011
ENSOCUG00000000290	PCDH7	protocadherin 7 	Source:HGNC Symbol;Acc:HGNC:8659	1.899245315	-0.909092917	20.49996701	5.96E-06	0.00014826
ENSOCUG00000019714				2.94575646	0.731724222	20.47142431	6.05E-06	0.00015033
ENSOCUG00000026040	DOK4	docking protein 4 	Source:HGNC Symbol;Acc:HGNC:19868	-1.136760659	4.599993708	20.46658368	6.07E-06	0.000150419
ENSOCUG00000005849	DDX6	DEAD-box helicase 6 	Source:HGNC Symbol;Acc:HGNC:2747	0.893921971	6.319859053	20.46627536	6.07E-06	0.000150419
ENSOCUG00000004658	ZMAT3	zinc finger matrin-type 3 	Source:HGNC Symbol;Acc:HGNC:29983	1.407279019	1.265935479	20.44222444	6.15E-06	0.000152162
ENSOCUG00000002660	FAM26E	family with sequence similarity 26 member E 	Source:HGNC Symbol;Acc:HGNC:21568	2.253622258	2.293439357	20.43602128	6.17E-06	0.000152496
ENSOCUG00000029276				0.96578878	3.739438687	20.41550811	6.23E-06	0.000153979
ENSOCUG00000004639	SLC39A9	solute carrier family 39 member 9 	Source:HGNC Symbol;Acc:HGNC:20182	0.694738545	5.8309646	20.34717331	6.46E-06	0.00015941
ENSOCUG00000005456		potassium voltage-gated channel subfamily E member 4  	Source:RefSeq peptide;Acc:NP_001082783	3.111652579	-1.686459925	20.34186715	6.48E-06	0.000159686
ENSOCUG00000010140	LZTFL1	leucine zipper transcription factor like 1 	Source:HGNC Symbol;Acc:HGNC:6741	-0.942223084	2.677524094	20.33952389	6.48E-06	0.000159716
ENSOCUG00000000510	PPRC1	"peroxisome proliferator-activated receptor gamma, coactivator-related 1 "	Source:HGNC Symbol;Acc:HGNC:30025	1.325348027	3.891363857	20.33506251	6.50E-06	0.000159922
ENSOCUG00000011488	FANCI	Fanconi anemia complementation group I 	Source:HGNC Symbol;Acc:HGNC:25568	-1.398893439	2.620676917	20.33291106	6.51E-06	0.000159936
ENSOCUG00000025836				-1.385132445	0.636882272	20.33025136	6.52E-06	0.000159992
ENSOCUG00000016984	WWC2	WW and C2 domain containing 2 	Source:HGNC Symbol;Acc:HGNC:24148	1.290187162	4.073604908	20.32665474	6.53E-06	0.000160127
ENSOCUG00000016450	NTF3	neurotrophin 3 	Source:HGNC Symbol;Acc:HGNC:8023	-1.486569171	0.279964197	20.31593196	6.57E-06	0.00016086
ENSOCUG00000009681				1.37965813	5.901150148	20.31130547	6.58E-06	0.000161083
ENSOCUG00000000320	FAM110C	family with sequence similarity 110 member C 	Source:HGNC Symbol;Acc:HGNC:33340	-1.28328596	1.088178868	20.30508923	6.60E-06	0.00016144
ENSOCUG00000009384	CD8B	CD8b molecule 	Source:HGNC Symbol;Acc:HGNC:1707	-1.947324113	-0.364224116	20.29430603	6.64E-06	0.000162185
ENSOCUG00000010249	UBE2T	ubiquitin conjugating enzyme E2 T 	Source:HGNC Symbol;Acc:HGNC:25009	-2.943360603	0.683542748	20.29015681	6.65E-06	0.000162369
ENSOCUG00000007610				-0.855786777	3.271879893	20.2786735	6.69E-06	0.000163111
ENSOCUG00000001966	MUTYH	mutY DNA glycosylase 	Source:HGNC Symbol;Acc:HGNC:7527	-1.358050312	2.108857819	20.27749949	6.70E-06	0.000163111
ENSOCUG00000007739	FBXW11	F-box and WD repeat domain containing 11 	Source:HGNC Symbol;Acc:HGNC:13607	0.756788736	4.886274635	20.27509399	6.71E-06	0.000163148
ENSOCUG00000014819	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1 	Source:HGNC Symbol;Acc:HGNC:29027	1.277970995	4.009248197	20.25557433	6.78E-06	0.000164558
ENSOCUG00000009155	MAP3K1	mitogen-activated protein kinase kinase kinase 1 	Source:HGNC Symbol;Acc:HGNC:6848	1.33729369	4.630237696	20.25470399	6.78E-06	0.000164558
ENSOCUG00000000669				1.74220812	1.620374315	20.22176454	6.90E-06	0.000167217
ENSOCUG00000027809				1.794561886	2.228269929	20.22012281	6.90E-06	0.000167217
ENSOCUG00000000547	SGO2	shugoshin 2 	Source:HGNC Symbol;Acc:HGNC:30812	-2.330609631	1.518969022	20.21524952	6.92E-06	0.000167472
ENSOCUG00000012358	ATP11B	ATPase phospholipid transporting 11B (putative) 	Source:HGNC Symbol;Acc:HGNC:13553	0.968225089	7.347689781	20.21001807	6.94E-06	0.000167759
ENSOCUG00000021584	DOK3	docking protein 3 	Source:HGNC Symbol;Acc:HGNC:24583	-2.326074534	2.207064762	20.18714814	7.02E-06	0.000169603
ENSOCUG00000016005	EXO5	exonuclease 5 	Source:HGNC Symbol;Acc:HGNC:26115	-1.194373197	0.798893235	20.18334225	7.04E-06	0.000169768
ENSOCUG00000000024	CENPN	centromere protein N 	Source:HGNC Symbol;Acc:HGNC:30873	-1.980979574	2.575277951	20.1694488	7.09E-06	0.000170831
ENSOCUG00000023964	FASTK	Fas activated serine/threonine kinase 	Source:HGNC Symbol;Acc:HGNC:24676	-0.695468348	5.56711536	20.14523211	7.18E-06	0.000172832
ENSOCUG00000010690	FAM126B	family with sequence similarity 126 member B 	Source:HGNC Symbol;Acc:HGNC:28593	1.465970375	2.377836358	20.13595342	7.21E-06	0.000173496
ENSOCUG00000029695	FAM150A	family with sequence similarity 150 member A 	Source:HGNC Symbol;Acc:HGNC:33775	-5.210222845	-1.843088333	20.12814211	7.24E-06	0.000174029
ENSOCUG00000012078		PAPS synthase 2  	Source:RefSeq peptide;Acc:NP_001075642	1.547336244	6.349493564	20.10885504	7.32E-06	0.000175614
ENSOCUG00000015723	SLC15A3	solute carrier family 15 member 3 	Source:HGNC Symbol;Acc:HGNC:18068	1.230541662	4.636391825	20.07462624	7.45E-06	0.000178468
ENSOCUG00000015891	RHPN2	rhophilin Rho GTPase binding protein 2 	Source:HGNC Symbol;Acc:HGNC:19974	-0.826537505	5.472458022	20.07415573	7.45E-06	0.000178468
ENSOCUG00000022080	CSRNP1	cysteine and serine rich nuclear protein 1 	Source:HGNC Symbol;Acc:HGNC:14300	1.111030646	3.147036908	20.06808568	7.47E-06	0.000178854
ENSOCUG00000006054	GINS3	GINS complex subunit 3 	Source:HGNC Symbol;Acc:HGNC:25851	-4.580776331	0.209698417	20.03698695	7.60E-06	0.000181547
ENSOCUG00000000186				1.052734235	3.298158404	20.03564128	7.60E-06	0.000181547
ENSOCUG00000006806	ZWINT	ZW10 interacting kinetochore protein 	Source:HGNC Symbol;Acc:HGNC:13195	-3.160306053	-0.853009937	20.01979444	7.66E-06	0.000182873
ENSOCUG00000009929	C3orf52	chromosome 3 open reading frame 52 	Source:HGNC Symbol;Acc:HGNC:26255	1.936014406	1.714104011	20.01692686	7.68E-06	0.000182963
ENSOCUG00000007509	ZNF32	zinc finger protein 32 	Source:HGNC Symbol;Acc:HGNC:13095	-0.904467738	4.289728264	20.00140635	7.74E-06	0.000184269
ENSOCUG00000017878	ANXA3	annexin A3 	Source:HGNC Symbol;Acc:HGNC:541	-1.102147917	4.493229253	19.98886691	7.79E-06	0.000185295
ENSOCUG00000012117	LTN1	listerin E3 ubiquitin protein ligase 1 	Source:HGNC Symbol;Acc:HGNC:13082	1.076527499	3.854670471	19.98139164	7.82E-06	0.000185834
ENSOCUG00000015681	RACGAP1	Rac GTPase activating protein 1 	Source:HGNC Symbol;Acc:HGNC:9804	-2.245601575	2.705224379	19.97493411	7.85E-06	0.000186166
ENSOCUG00000004150	FGFR1	fibroblast growth factor receptor 1 	Source:HGNC Symbol;Acc:HGNC:3688	-1.051491299	3.998279853	19.97410711	7.85E-06	0.000186166
ENSOCUG00000026429				-1.035839181	2.472636147	19.97132997	7.86E-06	0.000186166
ENSOCUG00000024317	PURB	purine rich element binding protein B 	Source:HGNC Symbol;Acc:HGNC:9702	1.594211462	0.672979888	19.9703149	7.87E-06	0.000186166
ENSOCUG00000009625	ATP8B1	ATPase phospholipid transporting 8B1 	Source:HGNC Symbol;Acc:HGNC:3706	0.987707916	5.479919334	19.95666146	7.92E-06	0.000187313
ENSOCUG00000013095	SCML4	sex comb on midleg-like 4 (Drosophila) 	Source:HGNC Symbol;Acc:HGNC:21397	-1.617438713	4.648256054	19.94957907	7.95E-06	0.00018782
ENSOCUG00000008804	RC3H2	ring finger and CCCH-type domains 2 	Source:HGNC Symbol;Acc:HGNC:21461	1.416376624	3.648152003	19.93250236	8.02E-06	0.000189316
ENSOCUG00000029332	CPN2	carboxypeptidase N subunit 2 	Source:HGNC Symbol;Acc:HGNC:2313	0.894603327	6.93957024	19.92833377	8.04E-06	0.00018954
ENSOCUG00000020947				-1.761077413	0.463717219	19.91261334	8.11E-06	0.000190915
ENSOCUG00000027777				-3.372045809	-0.178876694	19.90917525	8.12E-06	0.000191069
ENSOCUG00000012736	HSPD1	heat shock protein family D (Hsp60) member 1 	Source:HGNC Symbol;Acc:HGNC:5261	0.775935335	7.648628145	19.90120749	8.15E-06	0.000191676
ENSOCUG00000026537	MS4A18	membrane spanning 4-domains A18 	Source:HGNC Symbol;Acc:HGNC:37636	6.167725637	-0.819714646	19.89514441	8.18E-06	0.000191951
ENSOCUG00000005716	SLC28A3	solute carrier family 28 member 3 	Source:HGNC Symbol;Acc:HGNC:16484	3.801973146	-1.795422324	19.89467692	8.18E-06	0.000191951
ENSOCUG00000017094	SPAG6	sperm associated antigen 6 	Source:HGNC Symbol;Acc:HGNC:11215	1.538315913	1.68161885	19.88755151	8.21E-06	0.000192477
ENSOCUG00000000145	NFIL3	"nuclear factor, interleukin 3 regulated "	Source:HGNC Symbol;Acc:HGNC:7787	1.725732755	3.880841065	19.86821447	8.30E-06	0.000194241
ENSOCUG00000016089	EAF1	ELL associated factor 1 	Source:HGNC Symbol;Acc:HGNC:20907	0.757388218	4.665116847	19.85120364	8.37E-06	0.000195784
ENSOCUG00000013498	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 	Source:HGNC Symbol;Acc:HGNC:220	2.122588948	0.247242646	19.84891833	8.38E-06	0.000195809
ENSOCUG00000015089	GRASP	general receptor for phosphoinositides 1 associated scaffold protein 	Source:HGNC Symbol;Acc:HGNC:18707	-1.048770195	1.808850921	19.84718627	8.39E-06	0.000195809
ENSOCUG00000012922	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B 	Source:HGNC Symbol;Acc:HGNC:26795	-1.121874954	4.045864965	19.82018649	8.51E-06	0.000198398
ENSOCUG00000000300	MCM7	minichromosome maintenance complex component 7 	Source:HGNC Symbol;Acc:HGNC:6950	-1.128266118	4.819683364	19.80998753	8.55E-06	0.000199264
ENSOCUG00000008176	NCAPD2	non-SMC condensin I complex subunit D2 	Source:HGNC Symbol;Acc:HGNC:24305	-1.26158905	3.396207796	19.79992688	8.60E-06	0.000200118
ENSOCUG00000010181	ARHGEF39	Rho guanine nucleotide exchange factor 39 	Source:HGNC Symbol;Acc:HGNC:25909	-3.775731251	0.225233525	19.75969024	8.78E-06	0.000204175
ENSOCUG00000011953	CENPI	centromere protein I 	Source:HGNC Symbol;Acc:HGNC:3968	-2.440015674	1.059401376	19.75699794	8.79E-06	0.000204262
ENSOCUG00000008055	MCEE	methylmalonyl-CoA epimerase 	Source:HGNC Symbol;Acc:HGNC:16732	-0.909546845	4.235936302	19.73204059	8.91E-06	0.000206744
ENSOCUG00000006109	CNRIP1	cannabinoid receptor interacting protein 1 	Source:HGNC Symbol;Acc:HGNC:24546	-1.640697962	0.858164314	19.69137116	9.10E-06	0.000210984
ENSOCUG00000000121	LRR1	leucine rich repeat protein 1 	Source:HGNC Symbol;Acc:HGNC:19742	-1.468861066	1.21079614	19.68924068	9.11E-06	0.000211013
ENSOCUG00000003926	TMEM89	transmembrane protein 89 	Source:HGNC Symbol;Acc:HGNC:32372	-3.220251191	1.053038805	19.68566554	9.13E-06	0.000211201
ENSOCUG00000025190	LRRC58	leucine rich repeat containing 58 	Source:HGNC Symbol;Acc:HGNC:26968	2.02330429	2.463655026	19.67850377	9.16E-06	0.000211787
ENSOCUG00000016276	GPR180	G protein-coupled receptor 180 	Source:HGNC Symbol;Acc:HGNC:28899	-0.711886641	4.308367603	19.66509761	9.23E-06	0.00021307
ENSOCUG00000001686	BBX	"BBX, HMG-box containing "	Source:HGNC Symbol;Acc:HGNC:14422	1.523062825	2.863791673	19.62256412	9.43E-06	0.000217553
ENSOCUG00000026002				1.535738429	1.459672062	19.62159433	9.44E-06	0.000217553
ENSOCUG00000005062	KDR	kinase insert domain receptor 	Source:HGNC Symbol;Acc:HGNC:6307	-1.001727345	4.989948807	19.58761055	9.61E-06	0.000221241
ENSOCUG00000014124	SENP5	SUMO1/sentrin specific peptidase 5 	Source:HGNC Symbol;Acc:HGNC:28407	1.056544329	3.078823012	19.58055832	9.64E-06	0.000221787
